"","modified","institutionCode","institutionID","CollectionCode","RightsHolder","License","DatasetID","DatasetName","type","language","AssociatedReferences","RecordedBY","BasisOfRecord","OrganismQuantityType","SamplingProtocol","sampleSizeValue","sampleSizeUnit","Habitat","country","stateProvince","verbatimLocality","geodeticDatum","continent","waterBody","GeoreferenceProtocol","georeferencedBy","georeferencedDate","georeferenceSources","georeferenceremarks","georeferenceVerificationStatus","IdentifiedBy","eventDate","year","month","day","CatalogNumber","OccurrenceID","EventID","FieldNumber","verbatimDepth","MinimumDepthInMeters","MaximumDepthInMeters","verbatimlocation","locality","locaionID","locationAccordingTo","locationRemarks","DecimalLatitude","DecimalLongitude","occurrenceStatus","scientificName","ScientificNameID","ScientificNameAuthorship","identificationQualifier","OrganismQuantity","taxonRank","kingdom","phylum","class","order","family","genus","subgenus","SpecificEpithet","InfraSpecificEpithet","taxonRemarks"
"281","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-03,"1959","12","03","1959_287.7_1959-12-03_A_3","FRB_MS883_MacLellanSprague_1959_287.7_1959-12-03_A_3","1959_287.7_1959-12-03","1959-12-03287.7A","49",3,54,"Saint John River above the reversing falls","Saint John Harbour","287.7","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26712,-66.09453,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",454,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"282","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-11-30,"1959","11","30","1959_VIII_1959-11-30_C_3","FRB_MS883_MacLellanSprague_1959_VIII_1959-11-30_C_3","1959_VIII_1959-11-30","1959-11-30VIIIC",,3,54,"Saint John Harbour","Saint John Harbour","VIII","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.23699,-66.06133,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",12,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"283","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-01,"1959","12","01","1959_X_1959-12-01_B_3","FRB_MS883_MacLellanSprague_1959_X_1959-12-01_B_3","1959_X_1959-12-01","1959-12-01XB","7",3,54,"Saint John Harbour","Saint John Harbour","X","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.25478,-66.04366,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",2,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"284","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_VII_1959-12-02_B_3","FRB_MS883_MacLellanSprague_1959_VII_1959-12-02_B_3","1959_VII_1959-12-02","1959-12-02VIIB",,3,54,"Saint John Harbour","Saint John Harbour","VII","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.24868,-66.05597,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",46,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"285","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-03,"1959","12","03","1959_287.7_1959-12-03_C_3","FRB_MS883_MacLellanSprague_1959_287.7_1959-12-03_C_3","1959_287.7_1959-12-03","1959-12-03287.7C","49",3,54,"Saint John River above the reversing falls","Saint John Harbour","287.7","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26712,-66.09453,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",60,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"286","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-11-30,"1959","11","30","1959_II_1959-11-30_B_3","FRB_MS883_MacLellanSprague_1959_II_1959-11-30_B_3","1959_II_1959-11-30","1959-11-30IIB","23",3,54,"Saint John Harbour","Saint John Harbour","II","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26274,-66.05948,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",4,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"287","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-11-30,"1959","11","30","1959_VI_1959-11-30_A_3","FRB_MS883_MacLellanSprague_1959_VI_1959-11-30_A_3","1959_VI_1959-11-30","1959-11-30VIA",,3,54,"Saint John Harbour","Saint John Harbour","VI","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.21391,-66.03123,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",9,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"288","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_IX_1959-12-02_A_3","FRB_MS883_MacLellanSprague_1959_IX_1959-12-02_A_3","1959_IX_1959-12-02","1959-12-02IXA","3",3,54,"Saint John Harbour","Saint John Harbour","IX","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26454,-66.0423,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",2,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"289","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-01,"1959","12","01","1959_I_1959-12-01_B_3","FRB_MS883_MacLellanSprague_1959_I_1959-12-01_B_3","1959_I_1959-12-01","1959-12-01IB","44",3,54,"Saint John Harbour","Saint John Harbour","I","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26968,-66.06963,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",1,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"290","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-01,"1959","12","01","1959_XI_1959-12-01_B_3","FRB_MS883_MacLellanSprague_1959_XI_1959-12-01_B_3","1959_XI_1959-12-01","1959-12-01XIB","9",3,54,"Saint John Harbour","Saint John Harbour","XI","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.25134,-66.03099,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",1,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"291","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-26,"1961","10","26","1961_III_1961-10-26_A_3","FRB_MS883_MacLellanSprague_1961_III_1961-10-26_A_3","1961_III_1961-10-26","1961-10-26IIIA","16",3,54,"Saint John Harbour","Saint John Harbour","III","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.25793,-66.05489,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",2,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"292","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-24,"1961","10","24","1961_280.3_1961-10-24_A_3","FRB_MS883_MacLellanSprague_1961_280.3_1961-10-24_A_3","1961_280.3_1961-10-24","1961-10-24280.3A","21",3,54,"Saint John River above the reversing falls","Saint John Harbour","280.3","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.3332,-66.18705,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",2,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"293","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1961-10-26,"1961","10","26","1961_VII_1961-10-26_B_3","FRB_MS883_MacLellanSprague_1961_VII_1961-10-26_B_3","1961_VII_1961-10-26","1961-10-26VIIB","12",3,54,"Saint John Harbour","Saint John Harbour","VII","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.24868,-66.05597,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",1,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"294","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-02,"1959","12","02","1959_IX_1959-12-02_C_3","FRB_MS883_MacLellanSprague_1959_IX_1959-12-02_C_3","1959_IX_1959-12-02","1959-12-02IXC","3",3,54,"Saint John Harbour","Saint John Harbour","IX","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.26454,-66.0423,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",47,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
"295","2016-02-24","Atlantic Biological Station","EDMO 4161","FRB Manuscript report series (biological) No.883","Her Majesty the Queen in right of Canada, as represented by the Minister of Fisheries and Oceans","http://creativecommons.org/licenses/by/4.0/legalcode","FRB_MS883_MacLellanSprague","FRB: Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961","Event","En","MacLelland, D.C. and J.B. Sprague. 1966. Bottom fauna of Saint John Harbour and estuary as surveyed in 1959 and 1961. Fish. Res. Bd. Canada, St. Andrews Biological Station. MS Rept. 883, 24 p.","MacLelland, D.C. and J.B. Sprague","HumanObservation","individuals","Vessel held on station and benthic sample collected using a van Veen sampler (nominal sampling area of 0.1 sq. metres)","0.1","square metre","benthic","Canada","New Brunswick","Saint John Harbour and estuary","WGS84","North America","Atlantic Ocean","OBIS Canada Georeference Guidelines","Robert Branton (OBIS Canada)","2016-02-18","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table","verified by OBIS Canada data management team","FRB (Delphine C. Maclellan)",1959-12-01,"1959","12","01","1959_X_1959-12-01_C_3","FRB_MS883_MacLellanSprague_1959_X_1959-12-01_C_3","1959_X_1959-12-01","1959-12-01XC","7",3,54,"Saint John Harbour","Saint John Harbour","X","FRB report|GoogleEarth","Coordinates assigned using Google earth referencing map figure in publication and station location description described in publication table",45.25478,-66.04366,"present","Oligochaeta",2036,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta.",5,"class","Animalia","Annelida","Clitellata",,,,,,,"It proved diffcult to separate with certainty, the Annelida from Nemathelmintes. Both were represented by small individuals. It is believed that most of the individuals were Annelida, Oligochaeta."
