"","spnumber","year","station","sample","date","depth","VerbatimLocation","longitude","latitude","Locality","country","stateProvince","WaterBody","count","shells","weight","group1","group2","group3","originalname","ScientificnameEdited","field1","Taxon_remarks","IdentificationQualifer","blank","AphiaID","Match.type","LSID","TSN","Qualitystatus","Taxon.status","ScientificName","Authority","AphiaID_accepted","ScientificName_accepted","Authority_accepted","Kingdom","Phylum","Class","Order","Family","Genus","Subgenus","Species","Subspecies","isMarine","isBrackish","isFresh","isTerrestrial"
"13","1","1959","VII","C",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,"NEMERTEA",NA,NA,"Unident. Species","NEMERTEA",NA,"Unident. Species",NA,NA,152391,"exact","urn:lsid:marinespecies.org:taxname:152391",57411,"Checked by Taxonomic Editor","accepted","Nemertea",NA,152391,"Nemertea",NA,"Animalia","Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","1","1959","K.M.","A",1959-12-04,"38","Mouth of the Kennebecasis River",-66.13152,45.31109,"Saint John Harbour","Canada","New Brunswick","Saint John River",1,0,37.5,"NEMERTEA",NA,NA,"Unident. Species","NEMERTEA",NA,"Unident. Species",NA,NA,152391,"exact","urn:lsid:marinespecies.org:taxname:152391",57411,"Checked by Taxonomic Editor","accepted","Nemertea",NA,152391,"Nemertea",NA,"Animalia","Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","1","1959","VIII","C",1959-11-30,NA,"Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",0,0,60,"NEMERTEA",NA,NA,"Unident. Species","NEMERTEA",NA,"Unident. Species",NA,NA,152391,"exact","urn:lsid:marinespecies.org:taxname:152391",57411,"Checked by Taxonomic Editor","accepted","Nemertea",NA,152391,"Nemertea",NA,"Animalia","Nemertea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","10","1961","VII","A",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",16,0,47.6,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"17","10","1961","X","A",1961-10-26,"8","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",8,0,23.6,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"18","10","1961","XI","C",1961-10-26,"6","Saint John Harbour",-66.03099,45.25134,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,170.9,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"19","10","1961","VIII","B",1961-10-26,"10","Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",26,0,145.5,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"20","10","1961","VIII","C",1961-10-26,"10","Saint John Harbour",-66.06133,45.23699,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",29,0,80.5,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"21","10","1961","280.3","C",1961-10-24,"21","Saint John River above the reversing falls",-66.18705,45.3332,"Saint John Harbour","Canada","New Brunswick","Saint John River",4,0,0.1,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"22","10","1959","IV","A",1959-12-01,"18","Saint John Harbour",-66.0436,45.24274,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"23","10","1961","VI","B",1961-10-26,"16","Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",7,0,11.2,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"24","10","1959","VII","B",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",25,0,79.6,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"25","10","1961","VII","C",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",17,0,101.1,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"26","10","1961","IX","C",1961-10-26,"14","Saint John Harbour",-66.0423,45.26454,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",12,0,89.7,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"27","10","1959","VII","C",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"28","10","1961","VII","B",1961-10-26,"12","Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",9,0,19.3,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"29","10","1961","IX","B",1961-10-26,"14","Saint John Harbour",-66.0423,45.26454,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,2.1,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"30","10","1961","284.8","A",1961-10-24,"50","Saint John River above the reversing falls",-66.12635,45.28522,"Saint John Harbour","Canada","New Brunswick","Saint John River",1,0,0.1,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"31","10","1961","280.3","B",1961-10-24,"21","Saint John River above the reversing falls",-66.18705,45.3332,"Saint John Harbour","Canada","New Brunswick","Saint John River",2,0,1.4,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"32","10","1961","IX","A",1961-10-26,"14","Saint John Harbour",-66.0423,45.26454,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",4,0,5,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"33","10","1959","II","B",1959-11-30,"23","Saint John Harbour",-66.05948,45.26274,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"34","10","1961","280.3","A",1961-10-24,"21","Saint John River above the reversing falls",-66.18705,45.3332,"Saint John Harbour","Canada","New Brunswick","Saint John River",6,0,0.9,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"35","10","1959","III","A",1959-12-02,"28","Saint John Harbour",-66.05489,45.25793,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0.6,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"36","10","1961","VI","C",1961-10-26,"16","Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,2.6,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"37","10","1961","284.8","C",1961-10-24,"24","Saint John River above the reversing falls",-66.12635,45.28522,"Saint John Harbour","Canada","New Brunswick","Saint John River",1,0,0.2,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"38","10","1961","K.M.","C",1961-10-24,"25","Mouth of the Kennebecasis River",-66.13152,45.31109,"Saint John Harbour","Canada","New Brunswick","Saint John River",1,0,0.1,NA,NA,"Nephthyidae","Nephtys sp.","Nephtys sp.",NA,NA,NA,NA,129370,"exact","urn:lsid:marinespecies.org:taxname:129370",66011,"Checked by Taxonomic Editor","accepted","Nephtys","Cuvier, 1817",129370,"Nephtys","Cuvier, 1817","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae","Nephtys",NA,NA,NA,1,0,0,0
"39","11","1961","V","C",1961-10-26,"11","Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"40","11","1959","III","A",1959-12-02,"28","Saint John Harbour",-66.05489,45.25793,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"41","11","1961","X","A",1961-10-26,"8","Saint John Harbour",-66.04366,45.25478,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0.8,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"42","11","1959","VI","A",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,0,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"43","11","1959","VII","C",1959-12-02,NA,"Saint John Harbour",-66.05597,45.24868,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"44","11","1959","V","C",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",5,0,3.1,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"45","11","1959","IV","A",1959-12-01,"18","Saint John Harbour",-66.0436,45.24274,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,0,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"46","11","1959","V","B",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0.7,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"47","11","1961","VI","B",1961-10-26,"16","Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",2,0,6.7,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"48","11","1959","V","A",1959-11-30,NA,"Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",3,0,1,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"49","11","1959","VI","B",1959-11-30,NA,"Saint John Harbour",-66.03123,45.21391,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",4,0,4.6,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
"50","11","1961","V","B",1961-10-26,"11","Saint John Harbour",-66.03305,45.22846,"Saint John Harbour","Canada","New Brunswick","Bay of Fundy",1,0,0,NA,NA,"Lumbrineriidae","Lumbineris sp.","Lumbrineris sp.",NA,NA,NA,NA,129337,"exact","urn:lsid:marinespecies.org:taxname:129337",621136,"Checked by Taxonomic Editor","accepted","Lumbrineris","Blainville, 1828",129337,"Lumbrineris","Blainville, 1828","Animalia","Annelida","Polychaeta","Eunicida","Lumbrineridae","Lumbrineris",NA,NA,NA,1,0,0,0
